iter	Logloss
0	0.6800906099
1	0.6678009563
2	0.6547892054
3	0.6431160184
4	0.6292960538
5	0.6184132069
6	0.6083588765
7	0.595765612
8	0.5847602172
9	0.5731850968
10	0.5622132322
11	0.5538327989
12	0.5440528046
13	0.5356967821
14	0.5254886507
15	0.5150847018
16	0.5045078849
17	0.4957671718
18	0.4877128378
19	0.4789115797
20	0.4710957095
21	0.4628790121
22	0.4554682126
23	0.4467775421
24	0.4383719696
25	0.4318923858
26	0.4254972548
27	0.4187708855
28	0.4110071968
29	0.4053017627
30	0.399293831
31	0.3938535841
32	0.3873374867
33	0.3817908231
34	0.3758408225
35	0.3713997201
36	0.3675844241
37	0.3627391196
38	0.3566981261
39	0.3505478346
40	0.3453514566
41	0.3405388934
42	0.3354047242
43	0.330976227
44	0.3266032619
45	0.3224521465
46	0.3188821332
47	0.3149210036
48	0.310643333
49	0.3068692983
50	0.3026410878
51	0.2990696595
52	0.2945389519
53	0.2915624755
54	0.2885139648
55	0.2852436427
56	0.2826450272
57	0.2794629658
58	0.2756776585
59	0.2724455688
60	0.2697349626
61	0.2671856352
62	0.2639474008
63	0.2606011787
64	0.2579012954
65	0.2549290651
66	0.2517489853
67	0.2489461969
68	0.2462961346
69	0.2438522297
70	0.2417549738
71	0.2394234363
72	0.2371007145
73	0.2348464898
74	0.2329780874
75	0.2308377639
76	0.2280733154
77	0.2261008517
78	0.2238729954
79	0.221508085
80	0.2193907651
81	0.2172366554
82	0.215571615
83	0.2134778394
84	0.2112094915
85	0.2093918318
86	0.2072112383
87	0.2057493875
88	0.2039077443
89	0.2026438176
90	0.2005103837
91	0.1993586093
92	0.1981019049
93	0.1968283293
94	0.1950738788
95	0.1935787901
96	0.192192593
97	0.1908584196
98	0.1894184655
99	0.1878890644
100	0.1865504218
101	0.184870048
102	0.1831349298
103	0.1816864176
104	0.1800342367
105	0.178871916
106	0.1780611002
107	0.1769553833
108	0.1754878917
109	0.1741776303
110	0.1729779046
111	0.171612955
112	0.1706376192
113	0.1693831348
114	0.1683361212
115	0.167617949
116	0.1664292615
117	0.165266155
118	0.16407114
119	0.1634283879
120	0.1622852085
121	0.1614410122
122	0.1606231803
123	0.1599543169
124	0.1591881315
125	0.158238532
126	0.1571299893
127	0.1562052099
128	0.1553321998
129	0.15425088
130	0.153451186
131	0.1527330651
132	0.1516851257
133	0.1507736312
134	0.1499039104
135	0.1489477202
136	0.1481554907
137	0.1473829828
138	0.146392981
139	0.1455466513
140	0.1447481627
141	0.1439251976
142	0.1434104588
143	0.1424940835
144	0.1418833165
145	0.1410100011
146	0.1405091559
147	0.1397132678
148	0.1388604275
149	0.1383523329
150	0.1376043727
151	0.1371149159
152	0.136312726
153	0.1354947763
154	0.1346796201
155	0.1340558983
156	0.1333806726
157	0.1326638669
158	0.1317888514
159	0.130924605
160	0.1300181032
161	0.1292344354
162	0.1288977246
163	0.1283667254
164	0.1277633478
165	0.1268890917
166	0.1264593596
167	0.1258523064
168	0.125280365
169	0.1247652268
170	0.1241742115
171	0.1234775433
172	0.1228115086
173	0.1224332808
174	0.1218666903
175	0.1214727613
176	0.1210585481
177	0.1205765987
178	0.1199515005
179	0.1195064963
180	0.1189225877
181	0.1184093171
182	0.1178363234
183	0.1173776416
184	0.1167375982
185	0.1161737638
186	0.1158043452
187	0.1153616562
188	0.1149341201
189	0.1144406993
190	0.113955007
191	0.1134471855
192	0.1130391914
193	0.112487119
194	0.1120310256
195	0.1115649023
196	0.1111656951
197	0.1107972691
198	0.1103048164
199	0.1096718457
200	0.109200249
201	0.1089233174
202	0.1085894495
203	0.1082383249
204	0.107740629
205	0.1072330939
206	0.1068340786
207	0.1063862849
208	0.1059891691
209	0.1055270203
210	0.1050317976
211	0.1046236963
212	0.1041913404
213	0.1037004153
214	0.1032463592
215	0.1026018619
216	0.1022707089
217	0.1019350328
218	0.1015053011
219	0.1011198268
220	0.1009349188
221	0.1006486396
222	0.1002548792
223	0.09996696426
224	0.09956529327
225	0.09906370708
226	0.09847486732
227	0.09829700639
228	0.09808755307
229	0.09779751431
230	0.09747909628
231	0.09704228433
232	0.09666482768
233	0.0963093501
234	0.09581082389
235	0.09559847636
236	0.09530504583
237	0.09492039758
238	0.09459597533
239	0.0942713082
240	0.0939345738
241	0.09364719129
242	0.09347013602
243	0.09315220517
244	0.09286354046
245	0.09248131431
246	0.09220013782
247	0.09183027487
248	0.09135107899
249	0.09096981924
250	0.09071119159
251	0.09036939429
252	0.09008005199
253	0.08986035124
254	0.08946980016
255	0.08923140721
256	0.08895098579
257	0.08863548576
258	0.08830984649
259	0.08792506489
260	0.08754389634
261	0.08727823652
262	0.08700462258
263	0.08670641938
264	0.08644044211
265	0.08602551964
266	0.0858982166
267	0.08561045766
268	0.08527816043
269	0.0849235033
270	0.08465578226
271	0.08428733199
272	0.08403339324
273	0.08366439666
274	0.08338111901
275	0.08319267739
276	0.08292451139
277	0.08277489642
278	0.08253496874
279	0.0824054682
280	0.08213305455
281	0.08193419224
282	0.08170164153
283	0.08131446117
284	0.08099970456
285	0.08087746196
286	0.08057305164
287	0.08033886579
288	0.08008252482
289	0.07979908361
290	0.07952838703
291	0.07922012053
292	0.07894019421
293	0.07860452309
294	0.07837825297
295	0.07820136672
296	0.07788458877
297	0.07755966173
298	0.07735873196
299	0.07723621481
300	0.07707131547
301	0.07689590165
302	0.07662256978
303	0.07645038999
304	0.07621862598
305	0.07607552822
306	0.07584203307
307	0.075601334
308	0.07544298074
309	0.07520407676
310	0.07499317717
311	0.0748171143
312	0.07457521972
313	0.07444280536
314	0.0742815513
315	0.07412204868
316	0.07389886589
317	0.07365472233
318	0.07340874806
319	0.07330654541
320	0.07308669154
321	0.07286529386
322	0.07276044569
323	0.07247690677
324	0.07223156073
325	0.07212892523
326	0.07195553224
327	0.07174983949
328	0.07158399503
329	0.07137921188
330	0.07126212155
331	0.07111761703
332	0.07091343031
333	0.07069995773
334	0.07047301256
335	0.07030020954
336	0.07007783743
337	0.06984412092
338	0.06958585533
339	0.06953934386
340	0.06927672979
341	0.06893694464
342	0.06867977684
343	0.06847183389
344	0.06820132346
345	0.06801922202
346	0.06791698216
347	0.06771161575
348	0.06751843844
349	0.06735587583
350	0.06708672775
351	0.0668948248
352	0.06663981464
353	0.06646213777
354	0.0662756777
355	0.06609550033
356	0.06595131981
357	0.06570908895
358	0.0656243246
359	0.06545697325
360	0.06529349249
361	0.06510568246
362	0.06494412052
363	0.0647617313
364	0.06458467437
365	0.06444260719
366	0.06429966655
367	0.06421138749
368	0.06405557715
369	0.06388239787
370	0.06374426047
371	0.06361597849
372	0.06346411327
373	0.06323824035
374	0.06306908624
375	0.06290474012
376	0.0626549606
377	0.0624354652
378	0.06226515543
379	0.06205347315
380	0.0618499392
381	0.06167578107
382	0.061530858
383	0.06142850034
384	0.06126764856
385	0.06118593118
386	0.06104292477
387	0.06089160161
388	0.06068334722
389	0.06052592196
390	0.06040583005
391	0.06024861837
392	0.06011025043
393	0.05995580418
394	0.05977515258
395	0.05971254085
396	0.05959260614
397	0.05938142205
398	0.05926719013
399	0.0591242043
400	0.05901213349
401	0.05883153424
402	0.05873599154
403	0.05853414446
404	0.05839656441
405	0.05828286982
406	0.05807491989
407	0.05789112352
408	0.05775173066
409	0.05759663109
410	0.0574732971
411	0.05724388881
412	0.05709164644
413	0.05684023959
414	0.05664468548
415	0.05650855591
416	0.05630018564
417	0.05611190687
418	0.0559212517
419	0.05576029604
420	0.05569040655
421	0.05553306786
422	0.05541343482
423	0.0552631202
424	0.05515321776
425	0.05499105146
426	0.05480620711
427	0.05462733477
428	0.05443795122
429	0.05427737033
430	0.05412957149
431	0.0539548894
432	0.0538222211
433	0.05370100072
434	0.05362445135
435	0.05353730607
436	0.05342814074
437	0.05323481438
438	0.05309426618
439	0.05294203562
440	0.05282920415
441	0.05262080909
442	0.05241984551
443	0.0522796783
444	0.05223751439
445	0.05208210495
446	0.0519596432
447	0.0518266921
448	0.0517015139
449	0.05149523311
450	0.05135786424
451	0.05127246386
452	0.05119544192
453	0.05110874271
454	0.05094948126
455	0.05081663457
456	0.05074661883
457	0.05066456644
458	0.05054785301
459	0.05041011938
460	0.05026697422
461	0.05008029173
462	0.04991988999
463	0.04979002744
464	0.04962917269
465	0.0495157549
466	0.0493467494
467	0.04929222653
468	0.04913836114
469	0.04902868459
470	0.04886360118
471	0.04873778815
472	0.04853095626
473	0.04846746566
474	0.04836394758
475	0.04822837117
476	0.04811163282
477	0.0479818367
478	0.0478634911
479	0.04776172988
480	0.04762785771
481	0.04754090661
482	0.04741865103
483	0.04727772002
484	0.04715968231
485	0.04701129342
486	0.04696590354
487	0.04686429993
488	0.04680103703
489	0.04667621772
490	0.0466360623
491	0.04644906362
492	0.04638723069
493	0.04627511902
494	0.04615168752
495	0.04601981384
496	0.04583466742
497	0.04570108806
498	0.04558638836
499	0.04546832276
500	0.04529403958
501	0.04519378271
502	0.04504059943
503	0.04491715685
504	0.04475368169
505	0.04464737999
506	0.0445848062
507	0.04438232937
508	0.04430547217
509	0.04422452359
510	0.04418180312
511	0.0440483505
512	0.04401889904
513	0.04390786923
514	0.04380168209
515	0.04362963791
516	0.04353158489
517	0.04347803607
518	0.0433730937
519	0.04329226648
520	0.04321180176
521	0.04316086945
522	0.04305669201
523	0.04294797422
524	0.04280254166
525	0.04273901305
526	0.04260783872
527	0.04243830505
528	0.04233049657
529	0.04223091431
530	0.04210078416
531	0.04196492138
532	0.04184956246
533	0.04175339205
534	0.04166216537
535	0.04154563175
536	0.04142144064
537	0.04133755941
538	0.04124059605
539	0.04114676605
540	0.04103011062
541	0.04092178049
542	0.04088170736
543	0.04076912271
544	0.04068315488
545	0.04056074849
546	0.04046186315
547	0.04031554165
548	0.04021384824
549	0.04014969476
550	0.04000665249
551	0.0399421047
552	0.03988269753
553	0.03979899365
554	0.03970073848
555	0.03966301667
556	0.03956181577
557	0.03949623268
558	0.03940229904
559	0.03927841144
560	0.03916565001
561	0.03903499264
562	0.03896337028
563	0.03888879817
564	0.0388069978
565	0.03870915654
566	0.0386248825
567	0.0385540495
568	0.03842086316
569	0.03835866166
570	0.03828650239
571	0.03814067248
572	0.03806425198
573	0.03793891532
574	0.03785226487
575	0.03782329933
576	0.03775341867
577	0.03768175122
578	0.03759993907
579	0.0375768531
580	0.03747229753
581	0.03735372851
582	0.03726065355
583	0.03722575949
584	0.03714618901
585	0.03709054937
586	0.03697791644
587	0.03686290107
588	0.0367899882
589	0.03675126566
590	0.03666640639
591	0.03655065153
592	0.03646776186
593	0.03642363987
594	0.03633875736
595	0.0362723507
596	0.03622380297
597	0.03616940943
598	0.03610719461
599	0.03603490729
600	0.0359537676
601	0.03589831334
602	0.03580666989
603	0.03569339943
604	0.03555766362
605	0.03542215228
606	0.03538021607
607	0.03530266945
608	0.03523689795
609	0.03516816129
610	0.03509279196
611	0.03505232989
612	0.03498250869
613	0.03489988702
614	0.03481151341
615	0.0347666537
616	0.03467924904
617	0.03460604979
618	0.03445693266
619	0.03438981083
620	0.03431107074
621	0.03425661561
622	0.03417643674
623	0.03411304732
624	0.0340524903
625	0.033971391
626	0.03388652654
627	0.03378886479
628	0.03370090808
629	0.03361691684
630	0.03360415639
631	0.03356008487
632	0.03344677192
633	0.03338091604
634	0.03332149354
635	0.03330746231
636	0.03320119766
637	0.03313678955
638	0.03306778968
639	0.0329869151
640	0.03289935309
641	0.03279228285
642	0.03267264431
643	0.03261687897
644	0.03258335396
645	0.03252465666
646	0.03248030739
647	0.03238101899
648	0.03231723966
649	0.03225027818
650	0.03220034771
651	0.03213046414
652	0.03211958478
653	0.03209455448
654	0.0320285215
655	0.03196166777
656	0.03190503272
657	0.03183934274
658	0.03173084581
659	0.03167724336
660	0.03158554304
661	0.03151886919
662	0.03144750515
663	0.03142898967
664	0.03140751024
665	0.03137801292
666	0.03133186359
667	0.0312880609
668	0.03122018866
669	0.03115243922
670	0.03105975034
671	0.03100053876
672	0.03095947176
673	0.03090283457
674	0.03081718265
675	0.03075963359
676	0.03068910238
677	0.03066153788
678	0.03064349145
679	0.03057662834
680	0.03050681561
681	0.03044052184
682	0.03036969901
683	0.0302733623
684	0.03021350651
685	0.03015444403
686	0.03012455773
687	0.03004429909
688	0.02993761409
689	0.02989285452
690	0.02978760299
691	0.02972166203
692	0.02968419989
693	0.0296444394
694	0.02954201897
695	0.02947966699
696	0.02946374008
697	0.02942540075
698	0.02936935016
699	0.02935569645
700	0.02930397473
701	0.02925672551
702	0.02918919179
703	0.02908704185
704	0.02903249875
705	0.02897579927
706	0.02891366774
707	0.02883459582
708	0.02874442468
709	0.02865361505
710	0.02860264067
711	0.02858016132
712	0.02852628261
713	0.02844239654
714	0.02842266457
715	0.02837593615
716	0.0283416141
717	0.02829284218
718	0.02822497487
719	0.02817771596
720	0.02813289414
721	0.02808516584
722	0.02798977081
723	0.02792012236
724	0.02787253597
725	0.02778780367
726	0.02772222435
727	0.02764600049
728	0.02756076904
729	0.02748389446
730	0.02744183223
731	0.02738823758
732	0.02732951749
733	0.02729822249
734	0.02724952717
735	0.02716039917
736	0.02712155116
737	0.02707027358
738	0.02700360709
739	0.02696061242
740	0.02689576313
741	0.02687267014
742	0.02681556997
743	0.02673398201
744	0.02668075415
745	0.0266347303
746	0.02658809601
747	0.02655573405
748	0.02649733419
749	0.02647231139
750	0.02641852339
751	0.02636029441
752	0.0262930425
753	0.02625992387
754	0.0262018382
755	0.0261314429
756	0.02607637717
757	0.0260631914
758	0.02602259024
759	0.02596162013
760	0.02587801303
761	0.02582476721
762	0.02574805935
763	0.02570049077
764	0.02564333501
765	0.02559068062
766	0.02553935887
767	0.02550628616
768	0.02546383887
769	0.02545361942
770	0.02540567219
771	0.02535394019
772	0.02530958585
773	0.02526406002
774	0.02521478446
775	0.02516594667
776	0.02510480443
777	0.02507282766
778	0.02504252729
779	0.02496730458
780	0.02492367567
781	0.02485948874
782	0.02479629237
783	0.02478094684
784	0.02471092374
785	0.02468367988
786	0.02463922679
787	0.02458660243
788	0.02453518765
789	0.02449136866
790	0.02447933682
791	0.0244357661
792	0.02439170553
793	0.02434790644
794	0.02428816472
795	0.02422370741
796	0.02414404729
797	0.0241329482
798	0.02410909983
799	0.02405719137
800	0.023994211
801	0.02395611455
802	0.02392584145
803	0.02388511417
804	0.02385828788
805	0.02381384486
806	0.02380002874
807	0.02375852975
808	0.02370656762
809	0.02365508241
810	0.02361815696
811	0.0235749885
812	0.0235410243
813	0.02349622797
814	0.02345313696
815	0.02340932655
816	0.02337840614
817	0.02335556222
818	0.02330286121
819	0.02325157365
820	0.02321944943
821	0.02320163919
822	0.02314705916
823	0.02312023861
824	0.02306293557
825	0.02301102927
826	0.02297285617
827	0.02294870358
828	0.0229029015
829	0.02285061165
830	0.02280113638
831	0.02274363425
832	0.0227049543
833	0.02265783224
834	0.02261375687
835	0.02260241655
836	0.02255778883
837	0.02254053914
838	0.02245481955
839	0.02244039091
840	0.02242015598
841	0.02234489858
842	0.02230528622
843	0.02224375646
844	0.02220752949
845	0.02216969282
846	0.02212767073
847	0.02209748991
848	0.02207969973
849	0.02201523938
850	0.02196806844
851	0.02192700922
852	0.02189671232
853	0.02185662272
854	0.02184500879
855	0.0217799934
856	0.02174588896
857	0.02170112302
858	0.02165930027
859	0.02160282263
860	0.02156947144
861	0.02151854767
862	0.0214748798
863	0.02143703535
864	0.02139552728
865	0.02132299889
866	0.02130117953
867	0.02126424341
868	0.02121545318
869	0.0211882516
870	0.02112478544
871	0.021100671
872	0.02108519791
873	0.02105683315
874	0.02101978387
875	0.02098620162
876	0.02094169329
877	0.02090472755
878	0.02086999024
879	0.02085516473
880	0.02083423096
881	0.02081920676
882	0.02078856245
883	0.02074130227
884	0.02071240069
885	0.02070168257
886	0.02066931547
887	0.02062001928
888	0.02060134293
889	0.02058530496
890	0.02056411483
891	0.02053054396
892	0.02051560558
893	0.02050335862
894	0.02047989981
895	0.02045189385
896	0.02041566419
897	0.02037134758
898	0.02033276875
899	0.02029713797
900	0.0202757287
901	0.02024773736
902	0.02022418416
903	0.02019110222
904	0.02013077261
905	0.02010141352
906	0.02007357713
907	0.02005094549
908	0.02003798691
909	0.02000072717
910	0.0199838608
911	0.01994000562
912	0.0199110918
913	0.01987577068
914	0.01984300205
915	0.01979718186
916	0.01977351527
917	0.01975561031
918	0.01973028359
919	0.01971865883
920	0.01969077082
921	0.0196749314
922	0.01964710632
923	0.01962023562
924	0.01958995317
925	0.01957954993
926	0.01953389457
927	0.01950104269
928	0.01947106744
929	0.01943380756
930	0.01939502038
931	0.01935198919
932	0.0193312238
933	0.01931938743
934	0.01928312423
935	0.01925551426
936	0.01923091488
937	0.01921146834
938	0.01919717035
939	0.01919133153
940	0.01917177822
941	0.01912900064
942	0.01909746704
943	0.01905113626
944	0.01899622703
945	0.01896851581
946	0.01894183675
947	0.01889302991
948	0.0188386155
949	0.01880315266
950	0.01878365715
951	0.01874238266
952	0.01870815303
953	0.01867923773
954	0.01865167019
955	0.01863074595
956	0.01860119858
957	0.0185669991
958	0.01852694769
959	0.01849740085
960	0.01847816085
961	0.01846204579
962	0.01845380484
963	0.01842744378
964	0.01841168168
965	0.01838230263
966	0.01837253529
967	0.01834040801
968	0.01831273257
969	0.0182817823
970	0.01826573449
971	0.01824855812
972	0.01822173539
973	0.01819788324
974	0.01818554261
975	0.01817053833
976	0.01814593516
977	0.01813276304
978	0.01812457942
979	0.01808882927
980	0.01807412248
981	0.0180568202
982	0.01804570788
983	0.01801190792
984	0.01800037672
985	0.01795339905
986	0.01793907838
987	0.01792794799
988	0.01787146884
989	0.0178624672
990	0.01783606946
991	0.01780612616
992	0.01776909719
993	0.01774131987
994	0.01771910403
995	0.01769588368
996	0.01767834711
997	0.01764200225
998	0.01760834809
999	0.01756618816
